attendance,study_hours,internal_marks,assignments_submitted,activities_participated,outcome
50.3,1.9,29.1,3,2,Fail
87.2,0.8,38.2,9,1,Fail
57.3,1.3,66.2,10,5,Pass
43.7,5.0,61.1,10,5,Pass
71.3,3.9,28.4,3,5,Fail
78.0,1.7,25.5,5,2,Fail
37.5,0.8,99.1,7,0,Fail
37.6,4.0,74.4,6,1,Pass
27.8,3.4,52.4,3,2,Fail
80.2,2.5,60.3,3,0,Fail
74.8,2.3,45.0,4,1,Fail
60.6,1.6,50.9,9,0,Fail
88.3,3.8,73.7,4,4,Pass
85.4,5.4,91.2,0,0,Pass
68.9,1.4,38.8,7,1,Fail
90.1,3.5,88.0,9,2,Pass
40.4,2.6,34.1,4,5,Fail
33.4,2.7,41.1,2,1,Fail
45.2,1.8,27.8,2,2,Fail
29.3,4.6,35.6,3,2,Fail
64.8,2.9,93.8,6,3,Pass
95.2,3.2,59.5,4,4,Pass
28.0,2.0,30.8,0,3,Fail
34.2,1.4,97.0,4,5,Fail
58.9,0.9,90.9,4,1,Fail
95.0,4.1,81.6,5,3,Pass
48.7,1.5,95.0,6,5,Fail
63.0,4.0,41.5,4,2,Fail
28.1,2.5,87.7,10,1,Pass
36.1,2.6,76.7,1,3,Fail
99.0,2.8,90.2,1,0,Fail
97.4,2.3,84.8,3,5,Pass
25.4,1.0,51.0,0,5,Fail
96.4,2.0,83.1,6,4,Pass
72.9,3.8,44.7,0,0,Fail
90.1,3.8,49.6,2,1,Fail
59.1,1.9,33.1,9,3,Fail
63.7,2.8,95.1,6,2,Pass
61.7,1.5,46.8,10,3,Fail
75.0,1.6,64.0,5,1,Fail
35.5,0.6,54.3,6,1,Fail
27.2,5.0,97.0,4,1,Pass
48.1,1.6,50.1,7,1,Fail
77.9,1.6,83.4,5,5,Pass
40.1,1.9,89.2,3,3,Fail
75.5,1.1,57.7,10,0,Fail
97.7,3.7,53.4,0,2,Fail
32.0,0.9,81.1,1,2,Fail
75.4,1.2,93.5,5,4,Fail
58.3,3.7,81.6,3,5,Pass
90.1,2.2,42.0,2,1,Fail
38.3,4.0,91.6,6,1,Pass
76.9,3.3,54.1,6,1,Pass
87.9,1.8,68.2,1,5,Fail
95.8,3.8,87.4,7,0,Pass
76.2,1.1,39.1,10,1,Fail
62.3,3.2,83.8,0,4,Fail
71.3,2.7,69.7,10,4,Pass
90.2,1.8,92.0,9,0,Pass
67.8,3.5,37.9,6,5,Pass
27.3,4.9,56.6,9,1,Pass
94.8,5.5,87.5,0,3,Pass
76.7,3.5,26.4,2,3,Fail
75.7,2.5,33.4,2,2,Fail
41.2,1.6,99.3,9,0,Fail
74.4,1.8,46.0,1,3,Fail
54.5,2.9,98.2,9,2,Pass
73.8,2.3,38.7,4,4,Fail
33.0,5.1,52.1,3,2,Fail
74.3,2.3,81.5,5,1,Fail
100.0,2.4,74.3,1,1,Fail
28.6,2.4,68.6,3,4,Fail
98.3,4.7,64.7,6,0,Pass
55.5,3.8,88.3,0,5,Pass
90.3,3.6,42.6,10,1,Pass
83.7,2.2,58.2,2,1,Fail
67.5,4.6,36.7,0,2,Fail
80.4,0.7,69.7,1,2,Fail
90.9,4.9,43.8,8,2,Pass
55.3,3.1,50.0,9,3,Pass
49.5,2.5,60.3,4,4,Fail
75.1,3.0,27.0,3,0,Fail
85.6,3.8,31.9,3,2,Fail
82.2,0.6,76.4,7,0,Fail
84.8,4.9,57.2,2,2,Pass
57.7,2.7,89.9,3,1,Fail
86.3,2.2,77.1,1,0,Fail
34.0,1.2,25.6,5,3,Fail
65.8,2.7,71.3,8,2,Pass
25.4,3.0,32.0,3,5,Fail
49.3,2.5,83.6,10,4,Pass
52.5,3.9,99.4,5,1,Pass
54.7,2.6,64.8,3,2,Fail
77.2,5.3,76.2,1,0,Pass
54.1,3.5,42.8,5,2,Fail
58.7,4.5,57.8,6,1,Pass
42.8,1.0,89.2,3,4,Fail
53.0,2.5,37.6,10,4,Fail
42.0,2.2,44.9,6,4,Fail
30.5,3.3,58.4,10,5,Pass
70.3,4.8,78.4,7,1,Pass
75.1,0.9,53.2,10,5,Fail
71.5,0.9,94.6,2,5,Fail
59.8,4.8,32.1,1,2,Fail
53.5,1.6,52.8,4,1,Fail
89.8,3.8,78.2,1,1,Pass
63.9,3.2,41.9,9,2,Pass
60.9,4.7,74.2,4,3,Pass
26.9,1.1,37.3,9,5,Fail
50.6,1.1,29.2,5,4,Fail
53.5,3.3,34.1,7,0,Fail
54.9,5.2,94.7,5,5,Pass
68.5,2.6,66.4,3,0,Fail
65.0,2.1,84.7,2,2,Fail
70.6,3.5,49.9,1,0,Fail
82.4,5.2,69.4,0,3,Pass
86.0,4.7,62.1,1,1,Pass
78.9,5.5,95.9,1,4,Pass
96.7,0.6,81.1,4,0,Fail
26.4,1.1,79.8,8,0,Fail
39.7,3.5,28.5,0,2,Fail
25.6,4.6,66.2,3,2,Fail
73.6,1.9,60.0,9,1,Fail
92.4,1.7,94.6,6,4,Pass
43.3,4.4,44.3,10,0,Pass
94.5,0.8,45.2,9,1,Fail
29.5,2.3,55.9,2,4,Fail
95.1,3.0,43.3,7,1,Pass
51.4,3.3,34.7,2,0,Fail
32.6,4.1,89.3,7,2,Pass
61.4,2.3,66.9,1,2,Fail
44.3,3.6,89.6,4,2,Pass
46.4,3.4,87.3,3,3,Pass
48.0,3.2,46.2,10,1,Pass
85.2,3.7,66.1,8,0,Pass
65.4,1.8,31.2,2,1,Fail
48.3,0.9,93.6,10,2,Fail
70.8,1.1,55.3,4,5,Fail
78.7,1.6,54.5,9,5,Pass
45.4,3.0,47.7,8,1,Fail
56.0,4.7,59.5,5,4,Pass
34.1,4.0,43.9,1,5,Fail
38.6,4.4,53.1,0,5,Fail
76.1,2.3,85.0,10,1,Pass
38.6,2.5,87.6,0,3,Fail
64.4,2.5,47.8,6,3,Fail
78.2,1.5,60.2,1,2,Fail
33.0,0.8,90.5,6,0,Fail
67.5,3.5,29.0,0,4,Fail
44.2,5.4,91.7,3,0,Pass
97.2,1.3,41.4,9,0,Fail
61.3,0.7,75.9,10,4,Fail
85.4,4.4,68.7,3,3,Pass
66.3,1.8,66.5,4,5,Fail
28.3,4.6,89.5,9,2,Pass
72.5,4.0,32.6,0,1,Fail
96.4,5.2,51.0,6,3,Pass
70.1,2.5,65.4,10,2,Pass
86.4,3.8,85.8,1,5,Pass
91.3,2.8,41.2,10,3,Pass
42.1,3.7,85.2,10,4,Pass
40.9,2.7,55.0,1,0,Fail
70.8,1.4,39.2,7,4,Fail
55.8,3.0,81.9,8,5,Pass
88.0,3.1,31.8,5,1,Fail
92.5,4.6,63.6,10,4,Pass
51.5,4.2,29.8,0,5,Fail
42.8,3.8,51.7,0,0,Fail
83.5,1.1,70.1,10,3,Pass
45.6,4.1,66.7,6,2,Pass
86.7,3.0,55.3,7,5,Pass
56.8,5.0,57.2,2,5,Pass
75.1,5.1,42.0,8,1,Pass
32.2,0.8,59.2,3,3,Fail
71.8,4.6,96.5,3,5,Pass
58.9,0.7,88.8,2,5,Fail
69.0,2.3,35.9,7,2,Fail
37.6,3.2,27.2,8,0,Fail
80.3,1.2,95.0,0,4,Fail
89.7,4.2,64.5,1,3,Pass
41.3,0.5,65.3,0,2,Fail
32.2,1.3,83.6,3,2,Fail
26.8,3.4,48.6,9,4,Pass
73.1,4.1,61.1,6,3,Pass
70.5,5.1,97.6,6,3,Pass
66.0,4.0,75.4,5,0,Pass
42.4,3.9,36.5,10,3,Pass
54.3,2.5,35.0,4,5,Fail
69.6,0.5,40.3,10,4,Fail
62.3,1.1,82.5,3,3,Fail
99.1,3.2,47.2,7,0,Pass
35.2,3.9,26.6,6,2,Fail
77.1,2.6,95.8,10,5,Pass
55.3,4.2,37.7,10,3,Pass
57.1,3.1,25.7,9,4,Fail
78.8,0.9,42.8,0,3,Fail
76.9,1.5,42.6,5,1,Fail
99.3,4.7,56.7,1,0,Pass
34.6,4.1,94.0,3,2,Pass
32.8,5.0,90.9,4,1,Pass
79.3,1.1,59.3,7,4,Fail
68.4,5.5,55.8,5,3,Pass
45.6,1.5,66.6,10,0,Fail
31.0,0.6,43.3,1,5,Fail
31.4,5.5,28.9,4,3,Fail
92.1,1.9,95.4,4,3,Pass
39.4,3.8,39.0,5,3,Fail
49.3,1.4,39.9,0,5,Fail
42.0,3.4,60.4,7,3,Pass
51.6,5.0,61.9,2,0,Pass
30.2,2.1,26.4,4,5,Fail
63.9,3.9,36.1,6,5,Pass
30.1,1.4,53.4,2,1,Fail
85.0,3.6,76.3,9,4,Pass
42.5,2.2,42.1,5,5,Fail
65.5,1.6,56.7,4,1,Fail
91.0,2.1,66.8,6,0,Fail
73.8,1.4,91.6,9,4,Pass
65.0,5.0,49.5,10,5,Pass
49.3,2.5,35.0,2,2,Fail
50.0,1.7,61.7,1,1,Fail
75.2,2.7,81.0,3,0,Fail
99.6,2.1,33.2,2,0,Fail
74.6,4.2,56.9,3,0,Fail
66.8,5.4,26.3,6,4,Pass
79.8,2.7,27.5,4,3,Fail
59.9,4.8,61.2,3,2,Pass
29.5,3.3,47.4,5,4,Fail
67.2,1.3,88.4,6,4,Fail
96.8,4.0,70.2,10,5,Pass
38.1,3.1,59.0,4,1,Fail
76.8,3.8,55.6,6,2,Pass
40.1,4.9,62.3,2,0,Fail
65.2,2.7,28.0,6,4,Fail
32.3,5.0,92.0,2,2,Pass
58.8,4.3,99.9,5,1,Pass
81.7,2.9,38.6,7,3,Fail
51.1,3.5,34.0,5,2,Fail
74.9,2.1,35.8,9,0,Fail
84.7,5.4,74.6,10,4,Pass
94.5,3.8,74.6,2,3,Pass
42.6,0.7,88.6,4,1,Fail
54.9,2.1,81.4,8,0,Fail
36.4,3.6,58.7,7,3,Pass
99.4,0.8,71.0,5,5,Fail
94.5,0.6,76.6,8,5,Pass
65.5,2.8,63.5,1,1,Fail
88.2,2.2,60.7,10,0,Pass
64.1,2.7,73.4,8,4,Pass
71.8,1.8,66.8,9,1,Fail
31.7,1.3,73.3,9,3,Fail
81.6,3.9,71.0,5,0,Pass
34.6,3.1,78.9,8,5,Pass
87.0,1.5,73.2,3,5,Fail
83.7,2.1,64.0,4,2,Fail
78.2,3.5,76.1,1,0,Fail
27.7,0.9,58.7,2,3,Fail
47.7,1.2,43.1,0,3,Fail
44.7,0.9,25.1,3,2,Fail
52.0,4.6,67.0,1,3,Pass
31.6,4.3,69.3,1,0,Fail
95.3,4.3,97.9,0,5,Pass
66.5,4.1,52.1,9,1,Pass
47.9,3.8,54.6,1,5,Fail
54.8,2.9,40.1,3,5,Fail
58.5,3.7,30.3,5,0,Fail
70.0,0.7,83.0,6,3,Fail
63.7,3.6,43.7,6,2,Fail
94.0,4.4,70.7,6,2,Pass
62.3,3.0,76.6,3,4,Fail
99.4,2.3,60.3,4,2,Fail
88.9,1.9,90.7,10,2,Pass
40.6,3.7,58.3,2,3,Fail
94.8,4.0,46.4,0,1,Fail
33.7,4.9,92.2,7,1,Pass
86.3,2.2,89.6,9,3,Pass
53.5,4.3,37.3,10,2,Pass
90.8,3.3,26.9,6,0,Fail
90.1,4.9,31.7,8,5,Pass
85.4,3.1,46.5,9,5,Pass
84.3,3.1,97.9,3,1,Pass
47.9,3.4,66.9,4,3,Fail
31.1,4.2,53.0,4,0,Fail
55.2,5.3,91.7,6,2,Pass
38.0,0.9,59.0,8,3,Fail
77.1,0.8,48.6,7,1,Fail
51.0,5.2,95.6,6,0,Pass
98.2,3.1,88.7,0,0,Fail
73.1,3.6,88.3,9,1,Pass
86.7,2.9,63.4,5,0,Fail
34.9,1.0,84.2,9,5,Fail
89.7,4.3,38.5,8,1,Pass
94.2,4.2,68.0,6,5,Pass
61.5,2.1,98.8,0,3,Fail
70.5,2.0,46.8,8,4,Fail
82.4,4.7,84.6,2,2,Pass
38.1,0.9,61.8,8,3,Fail
62.7,4.9,28.0,3,5,Pass
54.9,1.8,82.2,8,2,Fail
36.0,3.5,37.6,7,2,Fail
52.6,5.2,72.4,6,5,Pass
30.1,3.9,31.4,3,5,Fail
26.9,2.6,96.0,8,1,Pass
35.1,3.9,46.9,3,4,Fail
97.2,2.2,42.0,0,5,Fail
66.2,1.9,34.7,5,2,Fail
97.4,5.5,96.0,3,2,Pass
57.4,4.3,78.4,9,3,Pass
48.4,3.7,80.6,2,4,Pass
63.0,2.3,62.5,4,4,Fail
58.0,0.7,60.6,2,2,Fail
32.9,0.7,33.3,10,4,Fail
73.1,3.3,67.0,8,3,Pass
41.2,4.3,43.5,5,1,Fail
71.5,3.2,98.3,2,2,Pass
73.8,4.7,84.7,4,0,Pass
36.4,0.7,56.0,7,2,Fail
29.6,2.3,36.4,7,2,Fail
83.6,1.7,83.9,5,1,Fail
59.5,2.7,34.2,4,5,Fail
29.4,0.9,39.2,4,5,Fail
99.6,5.3,40.9,0,0,Pass
29.3,1.6,66.8,1,0,Fail
77.1,5.1,84.0,10,0,Pass
98.8,2.6,48.6,3,5,Fail
42.9,5.4,31.4,5,1,Pass
35.7,3.3,59.8,10,4,Pass
34.1,5.2,81.1,6,0,Pass
47.7,0.5,41.6,0,4,Fail
32.6,4.2,41.5,7,3,Pass
76.9,5.0,96.0,0,1,Pass
29.7,1.2,96.6,8,4,Fail
63.2,1.0,99.3,3,5,Fail
99.8,2.6,85.6,6,5,Pass
86.0,5.2,39.1,10,0,Pass
71.1,3.2,40.9,5,0,Fail
48.0,3.1,50.5,8,4,Pass
71.8,1.2,48.9,1,5,Fail
64.5,0.5,96.7,10,4,Pass
57.0,4.6,84.2,6,3,Pass
34.8,0.9,79.3,10,1,Fail
91.5,3.7,38.9,4,5,Pass
58.7,5.1,93.2,6,2,Pass
39.6,1.5,87.1,0,5,Fail
52.6,3.8,37.3,10,3,Pass
56.1,0.9,90.3,10,5,Pass
87.1,3.5,45.4,9,3,Pass
80.0,1.3,31.1,8,5,Fail
82.7,4.2,74.3,0,3,Pass
25.8,2.0,74.0,4,0,Fail
56.2,2.8,32.1,7,4,Fail
61.1,3.5,48.9,0,5,Fail
26.4,1.4,99.5,6,1,Fail
44.5,4.2,75.9,1,0,Fail
82.0,2.0,79.8,6,3,Pass
35.3,3.8,41.0,6,1,Fail
65.1,1.3,30.9,8,0,Fail
41.1,3.9,45.8,5,2,Fail
25.9,1.1,43.7,3,5,Fail
43.1,2.6,42.6,6,5,Fail
98.2,1.7,39.5,6,3,Fail
85.1,4.2,68.1,3,0,Pass
97.0,1.8,49.6,1,0,Fail
61.6,4.9,86.5,10,3,Pass
33.2,5.0,38.8,8,2,Pass
66.1,1.5,59.8,7,5,Fail
59.1,3.6,26.0,4,4,Fail
88.3,0.9,61.1,4,2,Fail
32.4,2.5,29.2,0,3,Fail
61.6,4.1,98.3,10,4,Pass
36.3,3.8,84.3,8,0,Pass
49.4,3.6,61.8,10,2,Pass
80.3,1.9,31.5,9,2,Fail
60.7,2.4,69.4,10,5,Pass
53.2,1.0,81.9,7,5,Fail
54.6,4.1,39.3,4,4,Fail
59.5,3.0,67.6,9,0,Pass
83.9,4.0,86.1,5,2,Pass
91.9,1.7,82.6,9,4,Pass
96.7,2.1,85.2,10,2,Pass
84.0,2.2,90.9,9,5,Pass
48.7,0.6,95.3,7,0,Fail
76.6,2.2,55.4,5,0,Fail
57.8,4.5,67.7,9,1,Pass
44.1,5.0,84.3,3,4,Pass
88.1,3.1,77.3,2,5,Pass
27.9,2.8,99.7,6,5,Pass
92.6,0.7,26.0,1,5,Fail
59.6,4.9,51.6,6,3,Pass
72.8,0.6,46.1,0,2,Fail
74.5,5.2,44.7,9,0,Pass
92.1,2.9,41.7,4,2,Fail
72.8,2.2,78.2,8,2,Pass
71.0,5.1,31.4,0,3,Fail
30.0,0.6,80.6,7,0,Fail
63.9,3.4,77.0,8,1,Pass
36.3,3.2,43.8,8,5,Fail
80.3,1.6,44.0,7,4,Fail
63.4,2.6,72.2,3,2,Fail
76.0,3.8,82.2,6,3,Pass
28.1,4.1,90.7,0,3,Fail
31.4,0.5,88.9,6,4,Fail
78.7,5.2,97.4,5,4,Pass
30.4,1.3,68.6,4,0,Fail
30.3,1.7,93.1,0,2,Fail
25.9,1.8,85.6,7,2,Fail
96.7,0.7,92.1,9,4,Pass
80.3,1.1,25.9,0,5,Fail
51.5,5.4,97.4,0,1,Pass
47.2,2.1,60.5,2,2,Fail
51.2,1.1,84.9,7,3,Fail
83.1,1.0,34.5,7,5,Fail
74.6,4.1,54.7,6,4,Pass
38.9,4.8,45.4,4,2,Fail
38.1,1.8,46.9,7,0,Fail
32.4,0.6,34.2,1,4,Fail
74.5,1.6,85.4,7,3,Pass
82.3,0.8,25.7,10,0,Fail
44.9,1.0,48.4,1,4,Fail
26.6,2.7,38.1,9,4,Fail
31.2,1.6,69.2,4,2,Fail
97.6,3.1,44.1,10,0,Pass
47.2,1.8,44.4,3,4,Fail
82.7,5.2,61.6,0,5,Pass
71.8,5.0,74.0,4,3,Pass
53.6,3.3,34.1,6,0,Fail
40.4,2.3,38.2,0,5,Fail
34.1,2.4,43.5,1,2,Fail
71.1,2.6,98.0,8,1,Pass
83.1,4.1,54.8,4,4,Pass
73.3,2.8,69.9,6,1,Pass
64.8,4.8,43.1,1,4,Fail
28.1,5.2,61.8,6,5,Pass
97.6,2.2,30.6,6,2,Fail
84.9,3.3,27.6,6,2,Fail
47.0,1.0,60.2,4,2,Fail
98.5,1.5,54.9,8,2,Fail
70.1,2.6,35.3,1,0,Fail
68.7,1.5,76.6,3,0,Fail
81.1,4.9,99.5,1,4,Pass
85.9,1.3,54.7,7,0,Fail
74.2,2.8,71.8,10,4,Pass
34.6,3.5,97.2,0,0,Fail
50.4,4.0,87.4,8,0,Pass
94.6,2.4,59.8,4,0,Fail
41.8,4.8,80.3,10,3,Pass
52.9,3.3,34.6,2,2,Fail
57.4,2.7,63.4,10,3,Pass
58.0,0.8,45.9,3,0,Fail
71.0,2.8,37.1,0,0,Fail
95.7,4.6,57.0,2,3,Pass
43.1,3.6,34.8,10,5,Pass
34.1,4.7,77.4,7,4,Pass
39.8,3.0,59.2,1,2,Fail
91.5,1.1,64.8,1,4,Fail
73.4,0.6,36.0,8,5,Fail
46.4,2.0,35.5,4,2,Fail
86.2,4.0,68.8,4,1,Pass
89.6,4.5,98.9,0,2,Pass
88.5,2.0,32.2,5,4,Fail
93.9,3.0,46.4,7,2,Pass
43.9,2.6,90.2,5,1,Fail
81.6,2.6,30.4,6,1,Fail
59.5,1.7,90.7,3,0,Fail
88.1,1.2,64.3,1,1,Fail
79.6,1.5,55.6,0,3,Fail
83.2,0.8,48.2,5,4,Fail
74.2,1.5,47.3,8,3,Fail
38.3,0.5,47.9,9,5,Fail
65.9,3.6,91.4,4,3,Pass
98.9,2.1,79.3,1,4,Fail
95.3,5.4,75.2,0,5,Pass
28.2,1.5,84.9,2,3,Fail
37.4,2.2,44.3,3,3,Fail
34.9,2.3,71.4,6,5,Fail
79.4,0.5,59.5,8,3,Fail
86.3,4.7,83.7,7,1,Pass
41.0,0.7,48.2,8,4,Fail
62.9,5.2,73.2,6,4,Pass
88.1,5.0,91.2,9,4,Pass
80.0,3.2,55.2,7,3,Pass
65.7,3.2,30.0,7,1,Fail
69.3,3.8,63.7,0,4,Fail
63.1,2.4,50.9,8,2,Fail
47.3,3.7,75.4,1,4,Fail
67.4,0.7,96.3,10,0,Fail
76.7,0.8,61.4,6,2,Fail
90.5,2.8,60.0,9,4,Pass
72.7,3.2,74.1,9,3,Pass
82.1,4.9,32.8,4,4,Pass
37.0,1.0,44.0,3,1,Fail
59.6,4.6,93.9,0,1,Pass
25.7,1.6,75.2,0,4,Fail
43.5,2.5,26.0,2,3,Fail
79.5,2.1,40.3,0,3,Fail
99.4,2.5,76.2,7,3,Pass
32.4,1.3,82.3,2,4,Fail
55.1,3.0,88.0,10,4,Pass
85.0,4.5,46.9,9,0,Pass
40.3,2.7,94.8,1,1,Fail
66.6,3.0,66.5,5,2,Fail
80.0,4.7,77.2,3,2,Pass
71.2,4.0,69.8,10,1,Pass
39.1,3.0,34.2,10,5,Fail
51.7,1.8,97.2,3,0,Fail
83.8,4.9,34.2,1,1,Fail
66.6,3.4,44.1,1,0,Fail
25.4,1.6,86.0,10,5,Pass
82.1,1.8,71.4,5,0,Fail
27.6,4.5,87.9,4,3,Pass
80.9,0.7,63.7,8,1,Fail
40.2,5.5,53.3,3,2,Pass
96.9,1.2,94.1,4,4,Fail
52.6,4.5,27.7,0,5,Fail
49.5,2.5,89.2,1,5,Fail
36.2,3.0,42.3,2,4,Fail
47.9,4.9,88.7,4,1,Pass
90.7,2.6,35.4,4,4,Fail
99.7,3.2,68.5,3,0,Fail
52.6,0.7,91.6,9,4,Fail
58.6,0.5,60.5,2,0,Fail
79.2,1.7,81.0,8,0,Fail
91.5,3.9,85.4,0,2,Pass
69.5,1.1,80.2,5,4,Fail
54.4,1.1,94.4,6,2,Fail
55.9,2.6,58.5,9,4,Pass
77.2,3.7,38.0,3,0,Fail
25.2,4.1,28.6,9,4,Fail
71.5,1.4,43.5,2,5,Fail
51.7,0.9,35.7,7,5,Fail
84.6,5.2,66.8,8,2,Pass
32.0,1.8,38.9,0,3,Fail
69.1,4.8,27.9,10,5,Pass
61.1,4.8,27.7,9,2,Pass
73.2,4.4,87.4,8,3,Pass
29.9,1.3,69.4,6,1,Fail
68.5,4.6,51.9,0,2,Fail
67.1,4.3,92.1,6,5,Pass
67.0,3.5,30.3,4,5,Fail
70.3,2.2,98.5,9,4,Pass
75.7,1.8,71.2,6,3,Fail
85.4,1.1,38.8,8,5,Fail
45.2,3.0,75.9,7,4,Pass
86.9,3.4,82.3,5,3,Pass
62.4,2.3,57.2,1,2,Fail
30.8,2.9,89.6,7,2,Pass
29.4,2.3,36.3,3,4,Fail
50.1,3.7,45.9,7,2,Fail
83.9,5.0,32.0,6,4,Pass
78.1,1.3,40.8,3,0,Fail
84.1,2.4,42.9,7,3,Fail
63.8,1.2,93.8,10,4,Pass
58.0,3.6,30.9,10,3,Pass
36.1,4.1,57.1,10,0,Pass
49.6,5.2,64.9,1,3,Pass
57.6,1.9,92.4,8,4,Pass
31.6,5.3,99.8,5,2,Pass
41.5,0.8,81.5,6,3,Fail
69.9,3.5,97.8,9,3,Pass
80.2,0.8,84.0,0,5,Fail
99.9,5.0,97.2,2,5,Pass
95.0,3.1,78.0,9,0,Pass
73.2,3.8,31.0,4,1,Fail
56.6,4.7,55.1,6,2,Pass
72.7,1.3,73.5,0,4,Fail
83.9,0.7,51.3,8,0,Fail
33.9,4.9,45.5,4,4,Pass
55.7,2.1,68.3,2,4,Fail
88.0,1.1,95.0,6,3,Pass
53.8,2.8,27.6,9,0,Fail
67.9,3.5,82.7,7,0,Pass
69.1,0.7,79.2,9,5,Fail
38.8,1.9,97.3,9,2,Pass
52.2,0.7,94.8,2,1,Fail
50.1,2.6,82.2,6,4,Pass
27.0,5.0,64.0,6,2,Pass
26.8,5.4,40.3,3,5,Pass
87.4,3.7,65.9,9,2,Pass
45.5,1.3,82.4,8,4,Fail
63.9,5.0,92.2,0,3,Pass
47.4,3.1,84.2,0,3,Fail
95.6,1.3,39.6,4,4,Fail
44.4,5.1,70.0,2,5,Pass
57.2,4.3,49.9,9,5,Pass
90.5,4.2,25.7,8,0,Pass
88.1,4.0,40.0,4,1,Fail
39.0,1.5,33.5,6,3,Fail
85.2,1.6,88.2,0,1,Fail
59.4,3.9,44.4,1,2,Fail
61.2,1.6,46.4,10,2,Fail
35.0,2.7,97.0,3,4,Fail
31.0,4.4,53.4,8,4,Pass
79.6,4.4,25.7,4,4,Pass
62.2,2.8,46.3,4,5,Fail
57.8,4.5,33.9,8,3,Pass
79.7,4.7,32.7,7,1,Pass
82.4,3.8,30.8,1,2,Fail
36.9,1.6,69.5,6,1,Fail
70.8,1.9,39.2,0,3,Fail
35.2,2.1,52.1,9,1,Fail
81.4,1.1,89.7,10,1,Pass
74.3,1.9,56.8,10,5,Pass
96.7,1.5,93.7,8,4,Pass
30.2,2.8,62.3,2,5,Fail
29.3,5.0,54.9,1,5,Fail
46.2,1.0,81.3,3,1,Fail
44.6,4.1,30.5,3,1,Fail
43.5,3.9,31.7,2,5,Fail
93.0,1.0,73.9,1,1,Fail
43.7,5.1,61.5,4,5,Pass
45.4,3.3,84.3,3,0,Fail
82.0,2.3,93.7,4,5,Pass
58.7,4.3,54.1,7,2,Pass
83.3,1.8,69.7,10,2,Pass
29.9,4.0,62.6,1,1,Fail
61.6,0.7,98.6,8,5,Pass
27.5,4.7,87.3,9,5,Pass
29.7,2.7,93.4,0,4,Fail
93.0,3.7,44.1,7,4,Pass
35.4,1.6,82.9,4,4,Fail
64.9,3.9,44.9,1,5,Fail
55.8,4.4,40.7,7,5,Pass
51.1,2.9,95.8,4,2,Pass
92.5,3.6,26.4,9,3,Pass
26.6,2.8,97.4,9,1,Pass
74.8,5.0,36.2,2,2,Fail
97.3,3.0,86.5,6,4,Pass
67.0,4.7,45.7,3,2,Pass
95.3,4.5,51.3,10,2,Pass
28.9,2.6,41.3,10,2,Fail
56.4,1.7,68.9,9,4,Fail
44.5,2.5,51.1,5,3,Fail
79.8,4.6,74.3,9,0,Pass
98.6,1.6,26.2,7,1,Fail
44.2,3.1,29.8,0,1,Fail
74.1,4.5,32.5,1,2,Fail
39.9,2.3,56.4,7,3,Fail
67.4,3.7,86.1,6,4,Pass
59.8,1.7,91.6,9,0,Pass
97.9,1.0,43.4,8,0,Fail
70.6,4.5,68.1,1,2,Pass
51.2,1.0,82.6,7,2,Fail
33.6,1.9,46.7,5,4,Fail
36.3,4.8,55.7,0,4,Fail
41.9,2.2,64.3,3,5,Fail
43.8,5.4,35.1,1,4,Fail
88.8,5.4,26.9,6,2,Pass
67.1,1.8,36.5,8,3,Fail
64.3,0.7,72.0,5,2,Fail
33.6,4.0,30.5,3,2,Fail
89.5,2.8,39.2,4,0,Fail
79.2,1.0,50.3,10,4,Fail
30.1,4.0,30.8,0,1,Fail
78.1,0.7,39.4,3,4,Fail
65.8,4.9,93.3,9,5,Pass
31.1,1.2,26.4,2,3,Fail
59.4,1.1,74.0,8,3,Fail
61.4,1.4,53.8,5,4,Fail
37.4,5.3,75.4,3,4,Pass
95.9,4.0,69.2,2,2,Pass
88.7,4.5,41.8,3,1,Pass
75.2,2.5,88.5,7,2,Pass
59.7,2.2,61.9,4,0,Fail
55.9,1.7,86.7,10,0,Pass
73.8,2.9,55.5,0,3,Fail
65.9,3.3,98.9,4,3,Pass
29.7,3.7,82.8,7,1,Pass
63.4,1.8,97.4,10,3,Pass
85.5,5.2,63.6,3,5,Pass
59.4,1.3,60.5,1,0,Fail
28.9,5.3,81.7,2,1,Pass
84.0,0.6,91.0,10,0,Fail
40.1,2.9,97.3,8,4,Pass
44.4,2.2,49.3,6,4,Fail
37.4,2.7,84.9,2,1,Fail
49.8,3.4,40.8,4,2,Fail
81.8,2.7,65.9,2,5,Fail
64.0,2.6,38.5,9,5,Pass
40.4,4.2,51.1,3,3,Fail
90.8,3.9,94.9,7,1,Pass
91.0,4.7,36.0,2,5,Pass
90.3,1.7,72.4,2,3,Fail
42.9,3.5,69.5,10,0,Pass
58.8,3.4,34.1,10,2,Pass
98.9,2.3,49.4,7,3,Pass
82.9,2.9,67.2,9,4,Pass
27.0,2.1,39.0,9,4,Fail
29.9,1.2,85.0,6,0,Fail
59.8,1.6,97.9,6,1,Fail
93.2,1.0,41.1,9,3,Fail
65.4,3.9,39.0,1,0,Fail
62.3,3.8,59.1,6,4,Pass
32.9,5.3,81.1,9,4,Pass
74.3,4.1,46.1,10,4,Pass
86.7,0.8,26.5,9,2,Fail
53.5,4.9,65.6,2,2,Pass
83.2,4.8,96.7,6,4,Pass
97.3,2.7,54.3,3,5,Fail
